player_id,current_club_id,first_name,last_name,name,position,sub_position,age,market_value_in_eur,current_club_name,competition_name,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
376514,6195,Mathías,Olivera,Mathías Olivera,Defender,Left-Back,25,15000000,SSC Napoli,serie-a,17(13),1637.0,1.3,0.7,0.7,0.2,0.8,0.7,0.1,-,6.66
355628,681,Igor,Zubeldia,Igor Zubeldia,Defender,Centre-Back,25,15000000,Real Sociedad,laliga,29(2),2547.0,1.1,0.7,1.4,0.6,2.9,0.3,0.5,1,6.64
250478,762,Matt,Targett,Matt Targett,Defender,Left-Back,27,15000000,Newcastle United,premier-league,6(11),603.0,0.8,0.5,0.6,0.1,0.8,0.9,0.2,-,6.39
184573,985,Victor,Lindelöf,Victor Lindelöf,Defender,Centre-Back,28,15000000,Manchester United,premier-league,14(6),1361.0,1.1,1.1,0.5,0.4,3.2,0.4,0.5,-,6.7
415912,79,Konstantinos,Mavropanos,Konstantinos Mavropanos,Defender,Centre-Back,25,15000000,VfB Stuttgart,bundesliga,26(2),2288.0,1.8,2.3,0.9,0.5,3.5,0.4,0.6,-,7.0
654539,273,Adrien,Truffert,Adrien Truffert,Defender,Left-Back,21,15000000,Stade Rennais FC,ligue-1,24(4),1962.0,2.2,0.8,0.7,0.2,1.6,0.5,0.3,-,6.83
331401,398,Manuel,Lazzari,Manuel Lazzari,Defender,Right-Back,29,15000000,SS Lazio,serie-a,23(6),1888.0,1.1,0.6,0.5,0.2,1,0.5,0.2,1,6.56
366930,281,Sergio,Gómez,Sergio Gómez,Defender,Left-Back,22,15000000,Manchester City,premier-league,2(10),341.0,0.8,0.2,0.1,-,0.7,0.3,0.3,-,6.24
504148,1237,Tariq,Lamptey,Tariq Lamptey,Defender,Right-Back,22,15000000,Brighton & Hove Albion,premier-league,3(17),443.0,0.6,0.4,0.3,-,0.1,0.1,0.2,-,6.21
636688,131,Alejandro,Balde,Alejandro Balde,Defender,Left-Back,19,15000000,FC Barcelona,laliga,30(3),2477.0,1.3,0.4,0.8,0.3,0.4,0.5,0.1,-,6.9
175639,244,Jonathan,Clauss,Jonathan Clauss,Defender,Right-Back,30,15000000,Olympique Marseille,ligue-1,32(2),2604.0,1.4,0.9,0.7,0.1,1.1,0.9,0.1,-,6.95
474800,826,Facundo,Medina,Facundo Medina,Defender,Centre-Back,23,15000000,RC Lens,ligue-1,32,2784.0,1,0.8,1.1,0.2,1.8,0.7,0.3,-,6.8
255488,621,Yeray,Álvarez,Yeray Álvarez,Defender,Centre-Back,27,15000000,Athletic Bilbao,laliga,27(1),2337.0,1.2,1.7,0.8,0.4,3.6,0.3,0.5,-,6.79
214056,1003,Daniel,Amartey,Daniel Amartey,Defender,Centre-Back,28,15000000,Leicester City,premier-league,18(2),1610.0,1.0,0.4,0.4,0.7,3.5,0.1,0.9,-,6.53
95424,281,Kyle,Walker,Kyle Walker,Defender,Right-Back,32,15000000,Manchester City,premier-league,22(5),1957.0,0.5,0.7,0.6,0.4,0.8,0.7,0.1,-,6.54
118689,12,Leonardo,Spinazzola,Leonardo Spinazzola,Defender,Left-Back,29,15000000,AS Roma,serie-a,18(8),1656.0,0.6,0.3,0.5,-,0.8,0.6,0.1,-,6.55
620322,1041,Malo,Gusto,Malo Gusto,Defender,Right-Back,19,15000000,Olympique Lyon,ligue-1,19(2),1602.0,2,1.3,1,0.2,0.7,1,0.2,1,6.86
369684,399,Rasmus,Kristensen,Rasmus Kristensen,Defender,Right-Back,25,15000000,Leeds United,premier-league,21(5),1962.0,2.4,1.3,0.7,0.2,2.1,1.3,0.5,-,6.63
263236,826,Kevin,Danso,Kevin Danso,Defender,Centre-Back,24,14000000,RC Lens,ligue-1,37,3234.0,1.0,0.9,1.1,0.7,3.3,0.3,0.9,-,6.94
255755,368,Alex,Telles,Alex Telles,Defender,Left-Back,30,14000000,Sevilla FC,laliga,15(12),1428.0,0.8,0.7,0.9,0.3,1.3,0.4,0.2,-,6.52
238266,180,Duje,Caleta-Car,Duje Caleta-Car,Defender,Centre-Back,26,14000000,Southampton FC,premier-league,9(4),945.0,1.1,1.2,0.7,0.2,5.0,0.2,0.8,-,6.63
118534,29,Michael,Keane,Michael Keane,Defender,Centre-Back,29,14000000,Everton FC,premier-league,10(2),983.0,0.6,1.2,0.6,1,4.6,0.3,0.6,-,6.82
416108,417,Youcef,Atal,Youcef Atal,Defender,Right-Back,26,14000000,OGC Nice,ligue-1,8(10),777.0,2.1,0.8,0.5,-,0.7,0.5,-,-,6.76
60410,368,Marcos,Acuña,Marcos Acuña,Defender,Left-Back,31,14000000,Sevilla FC,laliga,21(9),1917.0,1.9,0.8,1.1,0.2,1.1,0.4,0.2,-,6.78
367466,1049,Thierry,Correia,Thierry Correia,Defender,Right-Back,23,14000000,Valencia CF,laliga,24(3),2015.0,2.6,0.9,1.4,0.3,1.7,0.9,0.1,-,6.68
424015,29,Nathan,Patterson,Nathan Patterson,Defender,Right-Back,21,14000000,Everton FC,premier-league,14(5),1274.0,2.6,0.8,0.7,0.2,1.9,1.3,0.2,-,6.51
371371,12,Marash,Kumbulla,Marash Kumbulla,Defender,Centre-Back,22,14000000,AS Roma,serie-a,5(2),263.0,0.6,0.6,0.4,0.1,0.9,0.1,0.1,-,6.15
524000,621,Dani,Vivian,Dani Vivian,Defender,Centre-Back,23,14000000,Athletic Bilbao,laliga,26(3),2374.0,2.0,0.8,1.3,0.7,3,0.3,0.5,-,6.59
229804,681,Aritz,Elustondo,Aritz Elustondo,Defender,Centre-Back,28,14000000,Real Sociedad,laliga,16(9),1450.0,1,0.8,0.8,0.4,1.6,0.5,0.2,-,6.41
281769,13,Mario,Hermoso,Mario Hermoso,Defender,Centre-Back,27,14000000,Atlético de Madrid,laliga,24(2),2111.0,0.8,0.7,1,0.3,2.9,0.8,0.3,-,6.72
215599,23826,Lukas,Klostermann,Lukas Klostermann,Defender,Right-Back,26,14000000,RB Leipzig,bundesliga,10(5),904.0,1.1,0.9,0.4,0.3,1.9,0.5,0.2,-,6.5
95810,762,Kieran,Trippier,Kieran Trippier,Defender,Right-Back,32,13000000,Newcastle United,premier-league,38,3348.0,1.9,1.1,1.3,0.3,2.0,1.2,0.4,1,7.41
327251,82,Ridle,Baku,Ridle Baku,Defender,Right-Back,24,13000000,VfL Wolfsburg,bundesliga,29(4),2582.0,1.5,0.6,0.8,0.2,1.6,0.8,0.2,-,6.73
249730,162,Guillermo,Maripán,Guillermo Maripán,Defender,Centre-Back,28,13000000,AS Monaco,ligue-1,25(1),2160.0,1.8,1.5,1,0.4,3.2,0.6,1,1,6.76
165513,800,Berat,Djimsiti,Berat Djimsiti,Defender,Centre-Back,29,13000000,Atalanta BC,serie-a,20(4),1799.0,1.4,1.5,0.6,0.3,3.1,0.3,0.3,-,6.71
483348,273,Djed,Spence,Djed Spence,Defender,Right-Back,22,13000000,Stade Rennais FC,ligue-1,0(4),5.0,-,-,-,-,-,-,-,-,6.0
355816,18,Ko,Itakura,Ko Itakura,Defender,Centre-Back,25,12000000,Borussia Mönchengladbach,bundesliga,22(2),1982.0,1.2,1.1,0.5,0.9,3.8,0.6,1,-,6.76
504153,18,Joe,Scally,Joe Scally,Defender,Right-Back,20,12000000,Borussia Mönchengladbach,bundesliga,25(3),2215.0,1.1,0.3,0.5,0.3,1.9,0.3,0.2,-,6.47
468002,379,Ben,Johnson,Ben Johnson,Defender,Right-Back,22,12000000,West Ham United,premier-league,9(8),863.0,1.2,0.5,0.2,0.2,1.4,0.4,0.2,-,6.39
448628,940,Javi,Galán,Javi Galán,Defender,Left-Back,28,12000000,Celta de Vigo,laliga,36(1),3163.0,2.8,1.1,1.4,0.2,1.5,1.4,0.1,-,6.98
442248,1148,Ethan,Pinnock,Ethan Pinnock,Defender,Centre-Back,29,12000000,Brentford FC,premier-league,30,2700.0,1.7,1.2,0.2,0.7,7.1,0.2,1,1,7.11
215876,1003,Ricardo,Pereira,Ricardo Pereira,Defender,Right-Back,29,12000000,Leicester City,premier-league,5(5),453.0,1.1,0.4,0.4,0.5,1.8,1,0.2,-,6.38
314295,167,Reece,Oxford,Reece Oxford,Defender,Centre-Back,24,12000000,FC Augsburg,bundesliga,1(2),93.0,0.3,0.3,-,0.3,1.7,-,1,-,6.32
134270,762,Dan,Burn,Dan Burn,Defender,Left-Back,30,12000000,Newcastle United,premier-league,35(3),3117.0,1.6,0.8,0.9,0.2,2.7,0.9,0.4,-,6.77
374139,399,Junior,Firpo,Junior Firpo,Defender,Left-Back,26,12000000,Leeds United,premier-league,14(5),1368.0,2.5,1.3,1.3,0.3,1.5,1.2,0.4,-,6.42
246291,12,Diego,Llorente,Diego Llorente,Defender,Centre-Back,29,12000000,AS Roma,serie-a,5(4),574.0,1.1,1.2,1,0.3,2.1,0.8,0.2,-,6.58
578539,873,Chris,Richards,Chris Richards,Defender,Centre-Back,22,12000000,Crystal Palace,premier-league,4(5),444.0,1.0,0.9,0.2,0.1,3.3,0.2,0.1,-,6.4
402733,368,Gonzalo,Montiel,Gonzalo Montiel,Defender,Right-Back,25,12000000,Sevilla FC,laliga,17(11),1522.0,0.9,0.7,0.7,0.1,1.2,0.5,0.3,-,6.35
171679,13,Matt,Doherty,Matt Doherty,Defender,Right-Back,30,12000000,Atlético de Madrid,laliga,0(2),16.0,-,-,0.5,-,-,-,-,-,6.03
182904,148,Clément,Lenglet,Clément Lenglet,Defender,Centre-Back,27,12000000,Tottenham Hotspur,premier-league,24(2),2027.0,1.5,0.7,0.9,0.4,2.6,0.7,0.4,-,6.55
420465,1082,Tiago,Djaló,Tiago Djaló,Defender,Centre-Back,22,12000000,LOSC Lille,ligue-1,24(1),2022.0,1.2,0.9,0.8,0.4,2.1,0.3,0.4,1,6.69
126719,583,Juan,Bernat,Juan Bernat,Defender,Left-Back,29,12000000,Paris Saint-Germain,ligue-1,18(10),1648.0,1.1,0.3,0.3,0.1,0.7,0.6,0.1,-,6.61
418543,416,Perr,Schuurs,Perr Schuurs,Defender,Centre-Back,23,12000000,Torino FC,serie-a,28(2),2334.0,1.7,0.9,1,0.4,3.2,0.4,0.5,-,6.67
276896,244,Samuel,Gigot,Samuel Gigot,Defender,Centre-Back,29,10000000,Olympique Marseille,ligue-1,24(2),1889.0,1.8,1.7,1.7,0.2,3.1,0.1,0.3,-,6.83
215118,405,Calum,Chambers,Calum Chambers,Defender,Centre-Back,27,10000000,Aston Villa,premier-league,2(12),345.0,0.6,0.5,0.5,-,0.7,0.1,0.3,-,6.11
278343,167,Felix,Uduokhai,Felix Uduokhai,Defender,Centre-Back,25,10000000,FC Augsburg,bundesliga,16(3),1449.0,1.6,1.5,1.1,0.3,3.2,0.7,0.7,-,6.54
361260,533,Ozan,Kabak,Ozan Kabak,Defender,Centre-Back,22,10000000,TSG 1899 Hoffenheim,bundesliga,28(2),2395.0,1.7,1.5,1.8,0.4,2.7,0.4,0.8,1,6.68
93707,60,Christian,Günter,Christian Günter,Defender,Left-Back,29,10000000,SC Freiburg,bundesliga,31(2),2749.0,0.9,0.5,1,0.2,1.0,0.9,0.1,-,6.65
349701,931,Antonee,Robinson,Antonee Robinson,Defender,Left-Back,25,10000000,Fulham FC,premier-league,35,3089.0,1.8,1.5,0.9,0.3,2.2,0.6,0.4,-,6.75
275303,800,Hans,Hateboer,Hans Hateboer,Defender,Right-Back,28,10000000,Atalanta BC,serie-a,17,1402.0,1.2,0.7,1.1,-,1.3,1.0,0.2,-,6.67
318523,180,Romain,Perraud,Romain Perraud,Defender,Left-Back,25,10000000,Southampton FC,premier-league,22(7),1839.0,1.9,0.7,1.1,-,1.2,0.8,0.2,1,6.46
93740,23826,Willi,Orbán,Willi Orbán,Defender,Centre-Back,30,10000000,RB Leipzig,bundesliga,33,2951.0,1.5,1.2,0.5,0.5,3.9,0.5,0.7,1,7.04
203746,162,Ruben,Aguilar,Ruben Aguilar,Defender,Right-Back,29,10000000,AS Monaco,ligue-1,14(6),1176.0,1,0.9,0.8,-,1.3,0.7,0.1,-,6.34
505194,1003,Luke,Thomas,Luke Thomas,Defender,Left-Back,21,10000000,Leicester City,premier-league,11(6),1072.0,1.4,1.6,0.7,0.1,1.6,1,0.2,1,6.43
575998,244,Leonardo,Balerdi,Leonardo Balerdi,Defender,Centre-Back,23,10000000,Olympique Marseille,ligue-1,30(5),2643.0,1.6,1.8,1.5,0.2,2.5,0.4,0.8,1,6.73
371851,410,Jaka,Bijol,Jaka Bijol,Defender,Centre-Back,23,10000000,Udinese Calcio,serie-a,32,2732.0,1.2,0.9,0.9,0.6,5.1,0.3,0.8,-,6.86
111195,1237,Joël,Veltman,Joël Veltman,Defender,Right-Back,30,10000000,Brighton & Hove Albion,premier-league,25(6),2196.0,2.0,0.6,0.9,0.3,1.6,0.6,0.3,-,6.59
493702,417,Mattia,Viti,Mattia Viti,Defender,Centre-Back,20,10000000,OGC Nice,ligue-1,7(2),634.0,0.4,0.9,0.3,0.3,2.3,0.3,0.3,-,6.43
135343,762,Fabian,Schär,Fabian Schär,Defender,Centre-Back,31,10000000,Newcastle United,premier-league,36,3209.0,1.3,1.4,0.6,0.4,3.8,0.4,0.5,1,7.05
618809,331,Manu,Sánchez,Manu Sánchez,Defender,Left-Back,22,10000000,CA Osasuna,laliga,22(9),2117.0,1.6,0.5,0.8,0.3,1.2,1,0.2,-,6.54
730581,368,Loïc,Badé,Loïc Badé,Defender,Centre-Back,22,10000000,Sevilla FC,laliga,16(3),1448.0,1.4,1.2,0.7,0.5,3.9,0.7,0.7,-,6.92
546880,800,Brandon,Soppy,Brandon Soppy,Defender,Right-Back,20,10000000,Atalanta BC,serie-a,1,90.0,1,1,2,-,1,-,-,-,5.87
289255,681,Andoni,Gorosabel,Andoni Gorosabel,Defender,Right-Back,26,10000000,Real Sociedad,laliga,19(8),1712.0,1.5,0.6,0.9,0.1,0.8,0.6,0.1,-,6.49
401624,150,Edgar,González,Edgar González,Defender,Centre-Back,25,10000000,Real Betis Balompié,laliga,18(7),1770.0,1.1,0.8,0.9,1,4.8,0.5,0.4,-,6.58
297070,273,Hamari,Traoré,Hamari Traoré,Defender,Right-Back,30,10000000,Stade Rennais FC,ligue-1,28(3),2531.0,1.5,1.2,1.1,0.2,1.9,0.8,0.2,-,6.82
255906,703,Scott,McKenna,Scott McKenna,Defender,Centre-Back,26,10000000,Nottingham Forest,premier-league,19(1),1574.0,0.6,0.6,0.4,0.4,4.2,0.2,0.7,-,6.39
253341,11,Rob,Holding,Rob Holding,Defender,Centre-Back,27,10000000,Arsenal FC,premier-league,6(8),562.0,0.6,0.2,0.4,0.1,1.9,0.2,0.4,-,6.31
461833,800,Caleb,Okoli,Caleb Okoli,Defender,Centre-Back,21,10000000,Atalanta BC,serie-a,9(8),953.0,1.2,1.8,0.9,-,2.6,0.9,0.3,-,6.54
392771,3522,Ethan,Ampadu,Ethan Ampadu,Defender,Centre-Back,22,9000000,Spezia Calcio,serie-a,31,2649.0,2.1,1.2,1.4,0.5,2.9,0.8,0.7,-,6.63
131225,1041,Nicolás,Tagliafico,Nicolás Tagliafico,Defender,Left-Back,30,9000000,Olympique Lyon,ligue-1,34,2995.0,2.7,1.7,1.2,0.1,1.3,0.8,0.3,-,6.86
205006,12,Rick,Karsdorp,Rick Karsdorp,Defender,Right-Back,27,9000000,AS Roma,serie-a,8(5),713.0,1.6,0.5,0.3,0.2,1.2,0.7,-,-,6.34
221316,418,Lucas,Vázquez,Lucas Vázquez,Defender,Right-Back,31,9000000,Real Madrid,laliga,12(11),1141.0,1.5,0.3,1,0.2,0.4,0.3,-,-,6.7
297212,273,Joe,Rodon,Joe Rodon,Defender,Centre-Back,25,9000000,Stade Rennais FC,ligue-1,16,1418.0,0.7,0.6,0.7,0.7,3.4,0.4,0.8,-,6.65
112515,131,Marcos,Alonso,Marcos Alonso,Defender,Left-Back,32,9000000,FC Barcelona,laliga,11(13),1163.0,0.6,0.5,0.4,0.7,1.3,0.1,0.4,-,6.53
389837,398,Nicolò,Casale,Nicolò Casale,Defender,Centre-Back,24,9000000,SS Lazio,serie-a,27(2),2437.0,1.4,0.6,0.8,0.5,2.3,0.4,0.6,-,6.69
107010,13,Stefan,Savic,Stefan Savic,Defender,Centre-Back,31,9000000,Atlético de Madrid,laliga,22,1946.0,1.8,1.5,1.4,0.6,2.7,0.6,0.4,-,6.72
548348,60,Kiliann,Sildillia,Kiliann Sildillia,Defender,Right-Back,20,9000000,SC Freiburg,bundesliga,23(4),1977.0,1.2,0.8,1.4,0.2,1.6,0.4,0.3,-,6.43
361065,15,Mitchel,Bakker,Mitchel Bakker,Defender,Left-Back,22,9000000,Bayer 04 Leverkusen,bundesliga,19(9),1657.0,0.6,0.5,0.6,0.1,0.6,0.3,0.1,-,6.38
826224,12321,Arnau,Martínez,Arnau Martínez,Defender,Right-Back,19,9000000,Girona FC,laliga,32(1),2737.0,2.1,0.8,1.1,0.3,1.4,1.4,0.3,-,6.74
357156,89,Diogo,Leite,Diogo Leite,Defender,Centre-Back,23,9000000,1.FC Union Berlin,bundesliga,26(2),2254.0,1.3,0.9,1.6,0.1,3.5,0.5,0.5,-,6.58
346478,148,Japhet,Tanganga,Japhet Tanganga,Defender,Centre-Back,23,9000000,Tottenham Hotspur,premier-league,2(2),147.0,0.8,0.5,0.8,0.5,1.5,1,-,-,6.17
538996,368,Tanguy,Nianzou,Tanguy Nianzou,Defender,Centre-Back,20,9000000,Sevilla FC,laliga,16(3),1370.0,1.1,0.8,0.7,0.4,2.1,0.2,0.3,-,6.38
346567,398,Luca,Pellegrini,Luca Pellegrini,Defender,Left-Back,23,9000000,SS Lazio,serie-a,1(6),174.0,0.1,1.0,0.7,-,0.4,0.4,-,-,6.33
413565,1025,Jhon,Lucumí,Jhon Lucumí,Defender,Centre-Back,24,9000000,Bologna FC 1909,serie-a,33,2902.0,1.6,1.1,0.9,0.4,2.8,0.6,0.8,1,6.6
362977,89,Josip,Juranovic,Josip Juranovic,Defender,Right-Back,27,9000000,1.FC Union Berlin,bundesliga,10(2),932.0,0.8,0.5,0.2,0.3,1.6,0.9,0.3,-,6.79
338629,82,Sebastiaan,Bornauw,Sebastiaan Bornauw,Defender,Centre-Back,23,8500000,VfL Wolfsburg,bundesliga,23(3),1930.0,1.1,1.2,0.9,0.7,3.2,0.2,0.5,-,6.6
371141,533,Stanley,Nsoki,Stanley Nsoki,Defender,Centre-Back,23,8500000,TSG 1899 Hoffenheim,bundesliga,14(5),1288.0,1.2,1.3,0.7,0.4,1.7,0.5,0.3,-,6.38
425918,11,Jakub,Kiwior,Jakub Kiwior,Defender,Centre-Back,22,8000000,Arsenal FC,premier-league,17,1447.0,1.3,1.4,0.9,0.6,4.0,1.1,1.1,-,6.62
525299,12321,Miguel,Gutiérrez,Miguel Gutiérrez,Defender,Left-Back,21,8000000,Girona FC,laliga,27(7),2400.0,1.2,0.5,0.7,0.1,1,0.4,0.1,-,6.57
346289,1049,Mouctar,Diakhaby,Mouctar Diakhaby,Defender,Centre-Back,26,8000000,Valencia CF,laliga,28(1),2449.0,1.0,0.7,0.8,0.6,3.6,0.2,0.6,-,6.65
322655,380,Flavius,Daniliuc,Flavius Daniliuc,Defender,Centre-Back,21,8000000,US Salernitana 1919,serie-a,23(4),2195.0,2.1,1.1,1.2,0.4,2.6,0.8,0.5,-,6.53
72441,800,Rafael,Tolói,Rafael Tolói,Defender,Centre-Back,32,8000000,Atalanta BC,serie-a,32,2791.0,2.2,1.8,1.2,0.3,2.7,0.9,0.6,-,6.82
286384,244,Eric,Bailly,Eric Bailly,Defender,Centre-Back,28,8000000,Olympique Marseille,ligue-1,5(12),539.0,0.8,0.7,0.6,-,1.1,-,0.7,-,6.37
344596,162,Malang,Sarr,Malang Sarr,Defender,Centre-Back,23,8000000,AS Monaco,ligue-1,8(5),713.0,0.5,1.2,0.8,0.4,2.2,0.3,0.5,-,6.32
250844,667,Alexander,Djiku,Alexander Djiku,Defender,Centre-Back,28,8000000,RC Strasbourg Alsace,ligue-1,31,2681.0,1.7,2.1,1.3,0.4,4.8,0.6,0.6,-,6.92
57500,631,César,Azpilicueta,César Azpilicueta,Defender,Right-Back,33,8000000,Chelsea FC,premier-league,16(9),1526.0,1.7,0.8,1.1,0.1,1.8,0.6,0.2,1,6.52
547985,749,Fabiano,Parisi,Fabiano Parisi,Defender,Left-Back,22,8000000,FC Empoli,serie-a,33,2835.0,2.0,1.2,1,0.2,2.1,1.3,0.5,-,6.93
341264,367,Fran,García,Fran García,Defender,Left-Back,23,8000000,Rayo Vallecano,laliga,38,3409.0,2.2,1.2,0.6,0.2,1.3,1.1,0.2,-,6.72
257376,3709,Domingos,Duarte,Domingos Duarte,Defender,Centre-Back,27,8000000,Getafe CF,laliga,30(1),2658.0,0.8,1.3,1.0,0.6,4.5,0.2,0.7,1,6.5
196231,18,Marvin,Friedrich,Marvin Friedrich,Defender,Centre-Back,27,8000000,Borussia Mönchengladbach,bundesliga,13(10),1244.0,0.7,0.5,0.1,0.3,2.2,0.1,0.3,-,6.39
449796,367,Alejandro,Catena,Alejandro Catena,Defender,Centre-Back,28,8000000,Rayo Vallecano,laliga,35,3105.0,0.8,0.8,0.9,0.7,4.5,0.4,0.7,-,6.61
346018,762,Jamal,Lewis,Jamal Lewis,Defender,Left-Back,24,8000000,Newcastle United,premier-league,0(2),9.0,-,-,-,-,-,-,-,-,5.95
483046,27,Josip,Stanisic,Josip Stanisic,Defender,Right-Back,22,8000000,Bayern Munich,bundesliga,4(10),573.0,1.4,0.5,0.4,-,0.7,0.4,0.1,-,6.35
103427,12,Chris,Smalling,Chris Smalling,Defender,Centre-Back,33,8000000,AS Roma,serie-a,31(1),2808.0,0.8,1.3,0.6,0.2,3.8,0.3,1.1,-,6.91
532775,417,Melvin,Bard,Melvin Bard,Defender,Left-Back,22,8000000,OGC Nice,ligue-1,28(5),2460.0,2.9,1.9,0.9,0.2,1.0,0.9,0.1,-,6.75
415970,703,Joe,Worrall,Joe Worrall,Defender,Centre-Back,25,8000000,Nottingham Forest,premier-league,21(9),2217.0,1.8,0.9,0.9,0.3,3.6,0.3,0.8,-,6.58
491693,410,Nehuén,Pérez,Nehuén Pérez,Defender,Centre-Back,22,8000000,Udinese Calcio,serie-a,33(1),2831.0,2.3,1.0,0.9,0.4,2.8,0.5,0.7,1,6.65
87884,6195,Mário,Rui,Mário Rui,Defender,Left-Back,31,8000000,SSC Napoli,serie-a,21(1),1763.0,1.5,0.7,0.9,0.1,0.8,1.0,0.2,-,7.09
711996,273,Warmed,Omari,Warmed Omari,Defender,Centre-Back,22,8000000,Stade Rennais FC,ligue-1,15(1),1363.0,1.3,1.1,0.5,1.1,2.7,0.9,0.4,-,6.72
355627,3302,Sergio,Akieme,Sergio Akieme,Defender,Left-Back,25,7500000,UD Almería,laliga,27(2),2300.0,0.9,0.5,0.7,0.5,1.3,0.3,0.2,-,6.42
370789,16,Julian,Ryerson,Julian Ryerson,Defender,Right-Back,25,7500000,Borussia Dortmund,bundesliga,17,1417.0,1.6,0.5,0.9,0.2,1.4,1.1,0.1,-,6.8
284248,89,Paul,Jaeckel,Paul Jaeckel,Defender,Centre-Back,24,7500000,1.FC Union Berlin,bundesliga,13(3),1197.0,1.5,1.2,1,0.3,2.6,1.1,0.3,-,6.5
236981,3,Timo,Hübers,Timo Hübers,Defender,Centre-Back,26,7500000,1.FC Köln,bundesliga,28(1),2558.0,1.5,2,1.1,0.6,5.1,1,0.4,1,6.89
239802,398,Adam,Marusic,Adam Marusic,Defender,Right-Back,30,7500000,SS Lazio,serie-a,31(2),2767.0,1.2,1.2,0.7,0.4,1.6,0.4,0.2,-,6.68
183318,762,Jamaal,Lascelles,Jamaal Lascelles,Defender,Centre-Back,29,7000000,Newcastle United,premier-league,4(5),217.0,0.1,-,0.7,0.1,1.9,-,0.2,-,6.04
395083,416,Andreaw,Gravillon,Andreaw Gravillon,Defender,Centre-Back,24,7000000,Torino FC,serie-a,4(3),312.0,0.4,1.3,1.3,-,2.3,-,0.3,-,6.28
674612,417,Youssouf,Ndayishimiye,Youssouf Ndayishimiye,Defender,Centre-Back,24,7000000,OGC Nice,ligue-1,6(4),566.0,1.3,1.2,0.5,0.2,2.0,0.5,0.5,-,6.68
646738,180,Juan,Larios,Juan Larios,Defender,Left-Back,18,7000000,Southampton FC,premier-league,2(3),152.0,1.4,0.6,0.2,0.2,0.6,-,-,-,6.4
223974,1025,Stefan,Posch,Stefan Posch,Defender,Right-Back,25,7000000,Bologna FC 1909,serie-a,30,2541.0,2.7,1.2,1.6,0.2,2,1,0.5,-,6.96
323167,5,Matteo,Gabbia,Matteo Gabbia,Defender,Centre-Back,23,7000000,AC Milan,serie-a,6(6),609.0,1.4,0.4,0.7,0.4,2.4,0.2,0.3,-,6.33
206746,931,Kenny,Tete,Kenny Tete,Defender,Right-Back,27,7000000,Fulham FC,premier-league,29(2),2575.0,2.7,1.7,1.4,0.2,2.4,0.4,0.5,-,6.98
357992,46,Raoul,Bellanova,Raoul Bellanova,Defender,Right-Back,22,7000000,Inter Milan,serie-a,3(15),489.0,0.8,0.2,0.2,0.1,0.6,0.3,0.1,-,6.29
251878,39,Aarón,Martín,Aarón Martín,Defender,Left-Back,25,7000000,1.FSV Mainz 05,bundesliga,20(8),1848.0,1.5,0.5,1.0,0.1,1.0,0.7,-,-,6.66
353922,6574,Mert,Müldür,Mert Müldür,Defender,Right-Back,23,7000000,US Sassuolo,serie-a,1(1),13.0,-,-,0.5,-,-,-,-,-,6.12
453016,39,Anthony,Caci,Anthony Caci,Defender,Left-Back,25,7000000,1.FSV Mainz 05,bundesliga,23(8),2036.0,1.9,1.7,0.6,0.1,1.2,0.5,0.1,-,6.69
358250,940,Joseph,Aidoo,Joseph Aidoo,Defender,Centre-Back,27,7000000,Celta de Vigo,laliga,35,3121.0,1.5,0.9,0.5,0.7,4.1,0.3,0.4,-,6.65
557613,995,Quentin,Merlin,Quentin Merlin,Defender,Left-Back,20,7000000,FC Nantes,ligue-1,22(2),1803.0,1.3,1.0,0.5,0.1,1,0.8,0.2,-,6.73
536507,703,Giulian,Biancone,Giulian Biancone,Defender,Right-Back,22,7000000,Nottingham Forest,premier-league,0(2),16.0,1,0.5,-,-,-,-,-,-,6.21
173859,800,Davide,Zappacosta,Davide Zappacosta,Defender,Right-Back,30,7000000,Atalanta BC,serie-a,18(3),1479.0,1.6,0.4,0.9,-,0.7,0.3,0.1,-,6.8
387687,714,César,Montes,César Montes,Defender,Centre-Back,25,7000000,RCD Espanyol Barcelona,laliga,18(2),1589.0,0.9,0.7,0.9,0.5,5,0.4,0.6,-,6.6
375137,162,Ismail,Jakobs,Ismail Jakobs,Defender,Left-Back,23,7000000,AS Monaco,ligue-1,9(23),1102.0,0.3,0.3,0.4,0.1,0.5,0.2,-,-,6.27
438001,12321,Santiago,Bueno,Santiago Bueno,Defender,Centre-Back,24,7000000,Girona FC,laliga,34,3012.0,1.9,0.9,1.1,0.4,3.0,0.4,0.6,-,6.58
459655,380,Matteo,Lovato,Matteo Lovato,Defender,Centre-Back,22,6500000,US Salernitana 1919,serie-a,8(9),810.0,1,0.8,0.4,0.4,1.9,0.9,0.3,-,6.14
459658,1025,Andrea,Cambiaso,Andrea Cambiaso,Defender,Left-Back,22,6500000,Bologna FC 1909,serie-a,25(7),2172.0,1.8,0.8,0.8,0.1,0.8,1.2,0.1,-,6.59
124555,430,Cristiano,Biraghi,Cristiano Biraghi,Defender,Left-Back,30,6500000,ACF Fiorentina,serie-a,30(3),2556.0,2.0,0.4,0.9,0.4,1.2,1,0.2,1,6.92
